record_id	doi	journal	publication_date	primary_stratum	post_publication_status	request_class	concern_codes	concern_ontology_version	canonical_concern_families	governing_criterion	decisive_concern	author_action	closure_evidence	closure_status	author_response_strategy	review_locator	response_locator	portable_skill_rule	review_file_url	review_file_sha256
TPR027	10.1038/s41467-025-66220-x	Nature Communications	2025-12-12	digital-pathology	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	NOVELTY_CONTRIBUTION;MULTISCALE_ALIGNMENT;ABLATION_COMPONENT;COMPARATOR_FAIRNESS;REPRODUCIBILITY_OPENNESS	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	Reviewer 3 said the contribution of a third modality was entangled with a new two-stage pretraining scheme, preventing attribution of the small gain.	The authors mapped the modality comparison to the frozen-extractor aggregator stage and the encoder-update comparison to the second stage, and reported quantitative and feature-space evidence for each stage separately.	Documented same-issue repair: The authors mapped the modality comparison to the frozen-extractor aggregator stage and the encoder-update comparison to the second stage, and reported quantitative and feature-space evidence for each stage separately.	analysis-or-evidence-added	staged_component_ablation|multimodal_attribution	reviewer report p.2, Reviewer 3 entanglement concern	author response p.14, Reviewer 3 comment 2	A multimodal gain is attributable only when modality count and training-scheme changes are varied separately; a bundled comparison cannot identify the source of improvement.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-66220-x/MediaObjects/41467_2025_66220_MOESM2_ESM.pdf	2d310341bed6842d353af6bef6cdaf0692449f5f9e96925c5e5fd742f1475191
TPR028	10.1038/s41467-025-66620-z	Nature Communications	2025-12-03	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	REPRODUCIBILITY_OPENNESS;EXTERNAL_VALIDATION;COMPARATOR_FAIRNESS;STATISTICAL_INFERENCE;ROBUSTNESS_OOD;CLAIM_CALIBRATION	1.0.0	REPRODUCIBILITY_OPENNESS;EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;CONTRIBUTION_CLAIM_CALIBRATION	The cohort, split, assay, model and analysis must be reconstructable from versioned methods and accessible artifacts or explicit restrictions.	Reviewer 1 found the exclusion of more than 300,000 lung CT studies insufficiently defined, especially the image-quality and diagnosis filters.	The authors provided a staged flow from 485,885 scans to 105,184 scans, including report availability, an NLP confidence threshold above 0.9, file-corruption checks, an edge-ratio screen and manual review of noisy candidates.	Documented same-issue repair: The authors provided a staged flow from 485,885 scans to 105,184 scans, including report availability, an NLP confidence threshold above 0.9, file-corruption checks, an edge-ratio screen and manual review of noisy candidates.	analysis-or-evidence-added	cohort_flow_accounting|quality_filter_specification	reviewer report p.1, Reviewer 1 comment 1	author response pp.6-7, Reviewer 1 comment 1	Large-scale imaging pretraining requires an auditable cohort flow with numeric losses and operational exclusion thresholds at every filtering stage.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-66620-z/MediaObjects/41467_2025_66620_MOESM2_ESM.pdf	42d733053237eb47bdfd7e2e2f26bc24cb054bf8ee57869cb14e751f1ddf27a7
TPR029	10.1038/s41467-025-66889-0	Nature Communications	2025-12-03	digital-pathology	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	IMAGE_QUALITY_REALISM;ROBUSTNESS_OOD;CLINICAL_WORKFLOW_UTILITY;ABLATION_COMPONENT;REPRODUCIBILITY_OPENNESS	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;CLINICAL_ETHICS_FEASIBILITY;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	The reviewer warned that labeling WSI regions clinically informative or uninformative was task-dependent and insufficiently defined.	The authors acknowledged that information disequilibrium was not a formal universal concept, redefined importance relative to a diagnostic task, and limited the current reward to cell-rich tumor-related regions while stating that other tasks require a different reward.	Documented same-issue repair: The authors acknowledged that information disequilibrium was not a formal universal concept, redefined importance relative to a diagnostic task, and limited the current reward to cell-rich tumor-related regions while stating that other tasks require a different reward.	text-or-claim-revised	task_conditioned_definition|claim_boundary_revision	reviewer report p.1, Reviewer 1 validity concern	author response pp.6-7, Reviewer 1 comment 1	Do not call image regions clinically uninformative without specifying the task, proxy and failure boundary; relevance is conditional on the diagnostic objective.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-66889-0/MediaObjects/41467_2025_66889_MOESM3_ESM.pdf	8bd3cdb431ced0692a4de606098adf962fd761e240fead3886fce175b88b9e06
TPR030	10.1038/s41467-025-66961-9	Nature Communications	2025-12-31	imaging-mechanism	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	EXTERNAL_VALIDATION;ROBUSTNESS_OOD;COHORT_REPRESENTATIVENESS	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;COHORT_LABEL_UNIT_LEAKAGE	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	Reviewer 1 identified the absence of any independent cohort outside TCGA as a major limitation on PathGen's generalizability.	The authors added two CPTAC cohorts as external tests, evaluating models trained on TCGA directly on CPTAC without retraining, and also reported two additional TCGA cohorts.	Documented same-issue repair: The authors added two CPTAC cohorts as external tests, evaluating models trained on TCGA directly on CPTAC without retraining, and also reported two additional TCGA cohorts.	analysis-or-evidence-added	independent_external_cohort|no_retraining_transport_test	reviewer report p.1, Reviewer 1, major concern 1	author response p.5, Reviewer 1, major concern 1	A cross-modal generator's transport claim requires evaluation on an independent non-development cohort without retraining; additional cohorts from the same source do not substitute for that test.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-66961-9/MediaObjects/41467_2025_66961_MOESM2_ESM.pdf	d6054fd717ebdba18e8e400e7eedfc3c89dcfd4dc017cd3af5a55e5b0dbf5f85
TPR031	10.1038/s41467-025-66593-z	Nature Communications	2025-11-23	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	CLINICAL_WORKFLOW_UTILITY;DATA_LEAKAGE_SPLIT;LABEL_REFERENCE_STANDARD;CLAIM_CALIBRATION;REPRODUCIBILITY_OPENNESS	1.0.0	CLINICAL_ETHICS_FEASIBILITY;COHORT_LABEL_UNIT_LEAKAGE;CONTRIBUTION_CLAIM_CALIBRATION;REPRODUCIBILITY_OPENNESS	The claimed use must be tested at its intended decision point with workflow, burden, risk, privacy and feasibility boundaries visible.	Reviewer 1 noted that the claimed reader-time saving excluded an 88-second backend processing interval that could exceed unaided interpretation time.	The authors separated 48.7-second assisted interpretation from backend processing, reported 35–45-second deployment latency on the clinical server, and explained that processing begins after acquisition in parallel with the reading queue.	Documented same-issue repair: The authors separated 48.7-second assisted interpretation from backend processing, reported 35–45-second deployment latency on the clinical server, and explained that processing begins after acquisition in parallel with the reading queue.	text-or-claim-revised	latency_decomposition|workflow_timing_disclosure	reviewer report p.1, Reviewer 1 comment 1	author response pp.6-9, Reviewer 1 comment 1	Clinical efficiency claims must separate human reading time, data transfer, preprocessing and inference, and state whether AI latency is serial or parallel to workflow.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-66593-z/MediaObjects/41467_2025_66593_MOESM5_ESM.pdf	1cea72e638ebafcd05524b922bf45c9760f21caa7536db9f14648ab59f9a6ace
TPR032	10.1038/s41467-026-68292-9	Nature Communications	2026-01-15	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	ROBUSTNESS_OOD;ABLATION_COMPONENT;REPRODUCIBILITY_OPENNESS;IMAGE_QUALITY_REALISM;REPORTING_CLARITY	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS;CONTRIBUTION_CLAIM_CALIBRATION	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	Reviewer 3 found that choosing the widest-range scan as the compression template lacked a sensitivity analysis against random or average templates.	The authors compared widest-range, random and rigidly averaged templates at 128-fold compression on AMOS MRI and reported SSIM, DSC and HD95, with the default outperforming both alternatives.	Documented same-issue repair: The authors compared widest-range, random and rigidly averaged templates at 128-fold compression on AMOS MRI and reported SSIM, DSC and HD95, with the default outperforming both alternatives.	experiment-or-analysis-added	template_choice_ablation|fixed_compression_comparison	reviewer report p.3, Reviewer 3 major comment 2	author response pp.21-22, Reviewer 3 comment 2	When a template is central to an imaging pipeline, test plausible template choices at a fixed operating point; template selection cannot remain an undocumented preprocessing preference.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-68292-9/MediaObjects/41467_2026_68292_MOESM3_ESM.pdf	90d85d7fad664b9ca47442b129db1020a7b2940c24a775a206fb4634f8b5bb35
TPR033	10.1038/s41467-026-68414-3	Nature Communications	2026-02-11	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	LABEL_REFERENCE_STANDARD;EXTERNAL_VALIDATION;MISSING_DATA_CONFOUNDING;ROBUSTNESS_OOD;STATISTICAL_INFERENCE	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;EXTERNAL_VALIDATION_ROBUSTNESS;STATISTICAL_INFERENCE_CONFOUNDING	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	The reviewer noted that MR-PDFF, rather than biopsy alone, is the preferred reference standard for liver-fat quantification.	The authors agreed with the reference-standard distinction and reported an internal MR-PDFF validation cohort of 375 patients with the distribution of liver-fat fractions and its higher-risk clinical context.	Documented same-issue repair: The authors agreed with the reference-standard distinction and reported an internal MR-PDFF validation cohort of 375 patients with the distribution of liver-fat fractions and its higher-risk clinical context.	analysis-or-evidence-added	reference_standard_alignment|validation_cohort_context	reviewer report p.1, Reviewer 1 comment 5	author response p.12, Reviewer 1 comment 5	Match each imaging endpoint to its accepted reference standard and describe the clinical spectrum of the reference-standard cohort before generalizing performance.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-68414-3/MediaObjects/41467_2026_68414_MOESM3_ESM.pdf	d13f125a1aaa9560f333c7d4c49f9b5be4cafbde5795767b7a9f47fb260e093d
TPR034	10.1038/s41467-026-69295-2	Nature Communications	2026-02-09	digital-pathology	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	INTERPRETABILITY_MECHANISM;LABEL_REFERENCE_STANDARD;STATISTICAL_INFERENCE;REPORTING_CLARITY;CLAIM_CALIBRATION	1.0.0	INTERPRETABILITY_ALTERNATIVES;COHORT_LABEL_UNIT_LEAKAGE;STATISTICAL_INFERENCE_CONFOUNDING;CONTRIBUTION_CLAIM_CALIBRATION	Attribution requires a stable link to the measured object and explicit tests of credible technical or biological alternative explanations.	The reviewer said that high attention to DAPI or tubulin beta 3 did not by itself explain the biological significance of those signals.	The authors clarified that raw attention indicates model importance but not biological reason, used class-specific relevance filtering, and converted the tubulin beta 3 observation into a quantified islet-intensity feature.	Documented same-issue repair: The authors clarified that raw attention indicates model importance but not biological reason, used class-specific relevance filtering, and converted the tubulin beta 3 observation into a quantified islet-intensity feature.	text-or-claim-revised	attention_attribution_distinction|computable_biomarker_derivation	reviewer comment reproduced in author response p.5, Reviewer 1 question 2	author response pp.5-6, Reviewer 1 question 2	An attention map is a hypothesis generator, not a biomarker; connect it to a class-specific attribution and a reproducible quantitative tissue feature.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-69295-2/MediaObjects/41467_2026_69295_MOESM3_ESM.pdf	1fe92d4687a9bbe3df21802848ec6a6e95506ec69db0492b5b7c05ffe2eca1ac
TPR035	10.1038/s41467-026-72680-6	Nature Communications	2026-05-07	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	CLINICAL_WORKFLOW_UTILITY;CLAIM_CALIBRATION;LABEL_REFERENCE_STANDARD;EXTERNAL_VALIDATION;REPORTING_CLARITY	1.0.0	CLINICAL_ETHICS_FEASIBILITY;CONTRIBUTION_CLAIM_CALIBRATION;COHORT_LABEL_UNIT_LEAKAGE;EXTERNAL_VALIDATION_ROBUSTNESS	The claimed use must be tested at its intended decision point with workflow, burden, risk, privacy and feasibility boundaries visible.	The reviewer found that the new multi-image architecture had not been tested prospectively, limiting claims about that capability.	The authors added a 50-patient prospective test for paired posteroanterior and lateral radiographs, but explicitly retained longitudinal historical-image integration as unvalidated and future work.	Documented same-issue repair: The authors added a 50-patient prospective test for paired posteroanterior and lateral radiographs, but explicitly retained longitudinal historical-image integration as unvalidated and future work.	partially-addressed	paired_view_prospective_test|longitudinal_boundary_disclosure	reviewer report p.3, Reviewer 2 remaining issue 1	author response pp.12-13, Reviewer 2 question 1	Do not merge paired-view and longitudinal multi-image capability; validate each scenario separately and name any untested temporal integration as a limitation.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-72680-6/MediaObjects/41467_2026_72680_MOESM3_ESM.pdf	0647df80d346110ea2861d7161b685a16b5b36efcdd641f2738b3b67e427dd72
TPR036	10.1038/s41467-026-73088-y	Nature Communications	2026-05-20	digital-pathology	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	COMPARATOR_FAIRNESS;STATISTICAL_INFERENCE;CLINICAL_WORKFLOW_UTILITY;INTERPRETABILITY_MECHANISM;CLAIM_CALIBRATION	1.0.0	COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;CLINICAL_ETHICS_FEASIBILITY;INTERPRETABILITY_ALTERNATIVES;CONTRIBUTION_CLAIM_CALIBRATION	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The reviewer asked for separate pathology-only, clinical-only and combined results to quantify the incremental prognostic value of multimodal fusion.	The authors reported multivariable models in which both pathology and clinical scores remained significant and a likelihood-ratio test showing that adding the pathology score improved a model containing the clinical score and ODX.	Documented same-issue repair: The authors reported multivariable models in which both pathology and clinical scores remained significant and a likelihood-ratio test showing that adding the pathology score improved a model containing the clinical score and ODX.	analysis-or-evidence-added	incremental_value_analysis|nested_model_test	reviewer report p.2, Reviewer 2 comment 2	author response p.13, Reviewer 2 question 2.2	A multimodal prognosis claim requires modality-specific and nested-model evidence; a weighted ensemble alone does not demonstrate incremental value.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-73088-y/MediaObjects/41467_2026_73088_MOESM3_ESM.pdf	d145443161203ad9c6c90fbd92d64149ef693c724df0b5081ad49187875f7b7b
TPR037	10.1038/s41467-026-73370-z	Nature Communications	2026-07-22	imaging-mechanism	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	INTERPRETABILITY_MECHANISM;LABEL_REFERENCE_STANDARD;MULTISCALE_ALIGNMENT;STATISTICAL_INFERENCE;CLAIM_CALIBRATION	1.0.0	INTERPRETABILITY_ALTERNATIVES;COHORT_LABEL_UNIT_LEAKAGE;MULTIOMICS_ALIGNMENT_ANNOTATION;STATISTICAL_INFERENCE_CONFOUNDING;CONTRIBUTION_CLAIM_CALIBRATION	Attribution requires a stable link to the measured object and explicit tests of credible technical or biological alternative explanations.	The reviewer said the biological and clinical purpose of AI-detected pigmented granulomas remained speculative without outcome or treatment-response evidence.	The authors stated that prognostic and therapeutic significance was not established, described detection as hypothesis-generating, removed implications of immediate clinical utility and called for dedicated spatial or longitudinal validation.	Documented same-issue repair: The authors stated that prognostic and therapeutic significance was not established, described detection as hypothesis-generating, removed implications of immediate clinical utility and called for dedicated spatial or longitudinal validation.	declined-with-explicit-boundary	clinical_claim_withdrawal|hypothesis_generating_positioning	reviewer report p.4, Reviewer 1 comment 2	author response p.63, Reviewer 1 comment 2	If an AI-derived histologic feature lacks outcome-linked validation, present it as a reproducible hypothesis generator rather than a diagnostic, prognostic or therapeutic marker.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-73370-z/MediaObjects/41467_2026_73370_MOESM3_ESM.pdf	cca4cc928d0d564602b88a4346d8b1214fd7530b360c0491278f87bd39e60da1
TPR038	10.1038/s41467-026-73813-7	Nature Communications	2026-05-28	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	COMPARATOR_FAIRNESS;ABLATION_COMPONENT;EXTERNAL_VALIDATION;STATISTICAL_INFERENCE;CLAIM_CALIBRATION	1.0.0	COMPARATOR_CONTROL_ABLATION;EXTERNAL_VALIDATION_ROBUSTNESS;STATISTICAL_INFERENCE_CONFOUNDING;CONTRIBUTION_CLAIM_CALIBRATION	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	Reviewer 1 found that too few comparison methods and incomplete component ablations prevented attribution of RDPM's performance.	The authors expanded state-of-the-art comparisons and added ablations for global, renal self-attention and renal–outer cross-attention streams, all combined with the same clinical branch.	Documented same-issue repair: The authors expanded state-of-the-art comparisons and added ablations for global, renal self-attention and renal–outer cross-attention streams, all combined with the same clinical branch.	experiment-or-analysis-added	current_baseline_expansion|component_level_ablation	reviewer report p.1, Reviewer 1 method comment 1	author response p.5 and pp.8-9, Reviewer 1 comment 1	A multimodal architecture needs task-matched current baselines and component ablations under a constant clinical branch before assigning value to its fusion design.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-73813-7/MediaObjects/41467_2026_73813_MOESM3_ESM.pdf	19b98f1c85278102a2af8b11741805a2379fd6c0fa36dca08e07ea033385e756
TPR039	10.1038/s41467-026-73923-2	Nature Communications	2026-06-11	digital-pathology	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	ROBUSTNESS_OOD;COMPARATOR_FAIRNESS;CLINICAL_WORKFLOW_UTILITY;ABLATION_COMPONENT;CLAIM_CALIBRATION	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;CLINICAL_ETHICS_FEASIBILITY;CONTRIBUTION_CLAIM_CALIBRATION	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	The reviewer warned that a representation-level robustness index could be mistaken for downstream robustness because encoded site information need not be used by a deployed predictor.	The authors broadened the definition, relabeled claims as representation robustness where appropriate, and separately identified output-level linear-probe, clustering and retrieval evaluations.	Documented same-issue repair: The authors broadened the definition, relabeled claims as representation robustness where appropriate, and separately identified output-level linear-probe, clustering and retrieval evaluations.	text-or-claim-revised	robustness_level_separation|claim_scope_revision	reviewer report p.1, Reviewer 1 robustness-definition concern	author response pp.5-8, same robustness-definition concern	Report robustness at the representation and output levels separately; latent site information is not equivalent to downstream reliance on that information.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-73923-2/MediaObjects/41467_2026_73923_MOESM3_ESM.pdf	e3ea4cf0da895aa6fb6dd6a6f1aa6d6cec6d8e364157c40f789ff4b0eef1774f
TPR040	10.1038/s41467-026-74175-w	Nature Communications	2026-06-08	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	reviewer-preference	HUMAN_READER_VALIDATION;CLINICAL_WORKFLOW_UTILITY;REPORTING_CLARITY;COMPARATOR_FAIRNESS;STATISTICAL_INFERENCE	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;CLINICAL_ETHICS_FEASIBILITY;CONTRIBUTION_CLAIM_CALIBRATION;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	Reviewer 1 suggested that BLEU and ROUGE alone were insufficient to establish the clinical quality of generated renal-cancer imaging reports.	The authors conducted a blinded study of 100 cases with three board-certified radiologists, a six-point clinical-accuracy rubric, randomized report order and inter-rater agreement reporting.	Documented same-issue repair: The authors conducted a blinded study of 100 cases with three board-certified radiologists, a six-point clinical-accuracy rubric, randomized report order and inter-rater agreement reporting.	experiment-or-analysis-added	blinded_reader_study|structured_clinical_scoring	reviewer report p.1, Reviewer 1 major comment 1	author response pp.7-8, Reviewer 1 major comment 1	Language-overlap metrics do not establish clinical correctness; use blinded expert scoring with a disclosed rubric and agreement assessment for clinical report claims.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-74175-w/MediaObjects/41467_2026_74175_MOESM2_ESM.pdf	58c2df17da09632dcd151dd2024b2dd70c9eb0bb0116a22023ac51c9dc790450
TPR041	10.1038/s41467-026-74708-3	Nature Communications	2026-07-01	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	reviewer-preference	MECHANISM_VALIDATION;ABLATION_COMPONENT;IMAGE_QUALITY_REALISM;REPORTING_CLARITY;REPRODUCIBILITY_OPENNESS	1.0.0	MECHANISM_FUNCTION_PERTURBATION;COMPARATOR_CONTROL_ABLATION;EXTERNAL_VALIDATION_ROBUSTNESS;CONTRIBUTION_CLAIM_CALIBRATION;REPRODUCIBILITY_OPENNESS	Mechanistic language requires an intervention or discriminating orthogonal evidence that addresses credible alternatives and causal boundaries.	The reviewer suggested controlled isolation experiments to attribute ultrasound performance gains to probe geometry and backing material rather than acquisition electronics.	The authors kept the cDAQ settings fixed and reported staged crosstalk measurements for the baseline, corner-gap geometry and full backing-layer design, alongside finite-element estimates.	Documented same-issue repair: The authors kept the cDAQ settings fixed and reported staged crosstalk measurements for the baseline, corner-gap geometry and full backing-layer design, alongside finite-element estimates.	experiment-or-analysis-added	controlled_hardware_isolation|fixed_acquisition_pipeline	reviewer report p.1, Reviewer 1 controlled-isolation suggestion	author response p.13, Reviewer 1 comment 2	Hardware-mechanism attribution requires stepped component comparisons under an identical acquisition and processing pipeline.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-74708-3/MediaObjects/41467_2026_74708_MOESM3_ESM.pdf	a410eaaa2f62dac505f6e59c5cd32a6513fa4bf72efe8d8732ecb20fd1e6c249
TPR042	10.1038/s41467-026-74985-y	Nature Communications	2026-07-10	imaging-mechanism	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	EXTERNAL_VALIDATION;MULTISCALE_ALIGNMENT;INTERPRETABILITY_MECHANISM;COHORT_REPRESENTATIVENESS;REPRODUCIBILITY_OPENNESS;CLAIM_CALIBRATION	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;MULTIOMICS_ALIGNMENT_ANNOTATION;INTERPRETABILITY_ALTERNATIVES;COHORT_LABEL_UNIT_LEAKAGE;REPRODUCIBILITY_OPENNESS;CONTRIBUTION_CLAIM_CALIBRATION	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	The reviewer said that cross-scale associations between imaging features and CD8-positive cells did not establish causality.	The authors explicitly stated that causality could not be established and added this limitation to the manuscript while retaining the finding as a multiscale association.	Documented same-issue repair: The authors explicitly stated that causality could not be established and added this limitation to the manuscript while retaining the finding as a multiscale association.	text-or-claim-revised	causal_language_boundary|association_only_interpretation	reviewer report p.3, Reviewer 2 major comment 6	author response p.20, Reviewer 2 major comment 6	Concordant imaging, histology, bulk-RNA and single-cell associations remain non-causal unless the study identifies and tests an intervention or valid causal design.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-74985-y/MediaObjects/41467_2026_74985_MOESM3_ESM.pdf	7cee7ef58e4c75f5b75eac5ccda7bf9e9023a6c590086122a1a9aa76b8119909
TPR043	10.1038/s41467-026-75692-4	Nature Communications	2026-07-21	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	LABEL_REFERENCE_STANDARD;CLINICAL_WORKFLOW_UTILITY;IMAGE_QUALITY_REALISM;EXTERNAL_VALIDATION;CLAIM_CALIBRATION	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;CLINICAL_ETHICS_FEASIBILITY;EXTERNAL_VALIDATION_ROBUSTNESS;CONTRIBUTION_CLAIM_CALIBRATION	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	Reviewer 2 said that ex-vivo small-animal brain experiments were insufficient for translational claims and requested in-vivo large-animal validation.	The authors added an in-vivo sheep experiment at a one-centimetre target depth and confirmed the induced lesion with postoperative MRI and histology.	Documented same-issue repair: The authors added an in-vivo sheep experiment at a one-centimetre target depth and confirmed the induced lesion with postoperative MRI and histology.	experiment-or-analysis-added	large_animal_in_vivo_validation|orthogonal_lesion_confirmation	reviewer report p.2, Reviewer 2 comment 3	author response pp.11-12, Reviewer 2 comment 3	Translational claims for an integrated image-guided ablation device require in-vivo scale validation and orthogonal confirmation of the treatment effect.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-026-75692-4/MediaObjects/41467_2026_75692_MOESM5_ESM.pdf	5506f8735559b4aec5d4f3e3cfbe8c88738bb467c2a768be85ba375e2583a3b9
